n_estimators,learning_rate,max_depth,subsample,max_features,auc_roc,time_elapsed,cpu_time_spent
100.0,0.5,1.0,0.1,1.0,0.7026597421201565,0 days 00:01:33.020951000,0 days 00:00:00.629735000
100.0,0.5,1.0,0.5,0.1,0.7049043657079661,0 days 00:01:29.710263000,0 days 00:00:00.621859000
100.0,0.5,1.0,0.5,0.5,0.7088440413205477,0 days 00:01:33.405269000,0 days 00:00:00.627552000
100.0,0.5,1.0,0.5,1.0,0.7083158176666543,0 days 00:01:46.238352000,0 days 00:00:00.636818000
100.0,0.5,1.0,1.0,0.1,0.7057899782864888,0 days 00:01:22.698524000,0 days 00:00:00.628634000
100.0,0.5,1.0,1.0,0.5,0.7079591379179662,0 days 00:01:35.124107000,0 days 00:00:00.633720000
100.0,0.5,1.0,1.0,1.0,0.7079442934986814,0 days 00:01:47.882593000,0 days 00:00:00.673332000
100.0,0.5,10.0,0.1,0.1,0.529445407625569,0 days 00:02:47.277480000,0 days 00:00:00.752663000
100.0,0.5,10.0,0.1,0.5,0.5279148149954471,0 days 00:08:31.515253000,0 days 00:00:01.492857000
100.0,0.5,10.0,0.1,1.0,0.5235769925370543,0 days 00:14:17.485094000,0 days 00:00:02.284346000
100.0,0.5,10.0,0.5,0.1,0.6264377544089668,0 days 00:03:25.068600000,0 days 00:00:00.863231000
100.0,0.5,10.0,0.5,0.5,0.6255201990627317,0 days 00:09:40.206349000,0 days 00:00:01.711897000
100.0,0.5,10.0,0.5,1.0,0.6278391404335444,0 days 00:16:47.949632000,0 days 00:00:02.686376000
100.0,0.5,10.0,1.0,0.1,0.6625710336889569,0 days 00:04:37.464635000,0 days 00:00:00.990681000
100.0,0.5,10.0,1.0,0.5,0.6682164282072739,0 days 00:17:12.967432000,0 days 00:00:02.572551000
100.0,0.5,10.0,1.0,1.0,0.666395787764049,0 days 00:31:55.478359000,0 days 00:00:04.664589000
100.0,1.0,0.1,0.1,0.1,0.5,0 days 00:01:22.891258000,0 days 00:00:00.620061000
100.0,1.0,0.1,0.1,0.5,0.5,0 days 00:01:28.472508000,0 days 00:00:00.593393000
100.0,1.0,0.1,0.1,1.0,0.5,0 days 00:01:20.956526000,0 days 00:00:00.582007000
100.0,1.0,0.1,0.5,0.1,0.5,0 days 00:01:19.700533000,0 days 00:00:00.624295000
100.0,1.0,0.1,0.5,0.5,0.5,0 days 00:01:18.267851000,0 days 00:00:00.602321000
100.0,1.0,0.1,0.5,1.0,0.5,0 days 00:01:23.665092000,0 days 00:00:00.587688000
100.0,1.0,0.1,1.0,0.1,0.5,0 days 00:01:20.200273000,0 days 00:00:00.621833000
100.0,1.0,0.1,1.0,0.5,0.5,0 days 00:01:21.843330000,0 days 00:00:00.578335000
100.0,1.0,0.1,1.0,1.0,0.5,0 days 00:01:25.983079000,0 days 00:00:00.599338000
100.0,1.0,1.0,0.1,0.1,0.6870384770373266,0 days 00:01:28.168088000,0 days 00:00:00.589839000
100.0,1.0,1.0,0.1,0.5,0.688630767557551,0 days 00:01:28.620590000,0 days 00:00:00.632733000
100.0,1.0,1.0,0.1,1.0,0.6909861764316438,0 days 00:01:31.303838000,0 days 00:00:00.615108000
100.0,1.0,1.0,0.5,0.1,0.7044180342920126,0 days 00:01:26.851001000,0 days 00:00:00.574609000
100.0,1.0,1.0,0.5,0.5,0.7069652658869782,0 days 00:01:33.439120000,0 days 00:00:00.616515000
100.0,1.0,1.0,0.5,1.0,0.7064781202423258,0 days 00:01:41.753428000,0 days 00:00:00.668717000
100.0,1.0,1.0,1.0,0.1,0.7064865794959767,0 days 00:01:25.772086000,0 days 00:00:00.597846000
100.0,1.0,1.0,1.0,0.5,0.7081548146141892,0 days 00:01:35.145934000,0 days 00:00:00.659404000
100.0,1.0,1.0,1.0,1.0,0.7079633393802748,0 days 00:01:54.525543000,0 days 00:00:00.712161000
100.0,1.0,10.0,0.1,0.1,0.5134521994090884,0 days 00:01:51.663329000,0 days 00:00:00.670780000
100.0,1.0,10.0,0.1,0.5,0.5134396930334164,0 days 00:03:56.147022000,0 days 00:00:00.923620000
100.0,1.0,10.0,0.1,1.0,0.5179522997757009,0 days 00:14:01.179941000,0 days 00:00:01.991933000
100.0,1.0,10.0,0.5,0.1,0.5857173603901925,0 days 00:03:11.380416000,0 days 00:00:00.793452000
100.0,1.0,10.0,0.5,0.5,0.582646827866823,0 days 00:09:47.250284000,0 days 00:00:01.643465000
100.0,1.0,10.0,0.5,1.0,0.5800714338228079,0 days 00:18:07.526927000,0 days 00:00:02.804422000
100.0,1.0,10.0,1.0,0.1,0.6410105436343806,0 days 00:04:24.729544000,0 days 00:00:00.956859000
100.0,1.0,10.0,1.0,0.5,0.6461524843366153,0 days 00:15:00.026064000,0 days 00:00:02.384797000
100.0,1.0,10.0,1.0,1.0,0.6481322709583366,0 days 00:27:17.056472000,0 days 00:00:04.034679000
