n_estimators,learning_rate,max_depth,subsample,max_features,auc_roc,time_elapsed,cpu_time_spent
60.0,0.5,0.1,0.1,0.5,0.5,0 days 00:00:54.367171000,0 days 00:00:00.534085000
60.0,0.5,0.1,0.1,1.0,0.5,0 days 00:00:58.520811000,0 days 00:00:00.578091000
60.0,0.5,0.1,0.5,0.1,0.5,0 days 00:00:56.101289000,0 days 00:00:00.544507000
60.0,0.5,0.1,0.5,0.5,0.5,0 days 00:00:54.483664000,0 days 00:00:00.549659000
60.0,0.5,0.1,0.5,1.0,0.5,0 days 00:00:59.333043000,0 days 00:00:00.581943000
60.0,0.5,0.1,1.0,0.1,0.5,0 days 00:00:51.799716000,0 days 00:00:00.546429000
60.0,0.5,0.1,1.0,0.5,0.5,0 days 00:00:54.729602000,0 days 00:00:00.566821000
60.0,0.5,0.1,1.0,1.0,0.5,0 days 00:00:56.529238000,0 days 00:00:00.563734000
60.0,0.5,1.0,0.1,0.1,0.6914533547374455,0 days 00:00:57.105006000,0 days 00:00:00.541658000
60.0,0.5,1.0,0.1,0.5,0.6974773774803084,0 days 00:00:58.865922000,0 days 00:00:00.617300000
60.0,0.5,1.0,0.1,1.0,0.6996524339084369,0 days 00:00:58.795408000,0 days 00:00:00.537278000
60.0,0.5,1.0,0.5,0.1,0.6963249712856129,0 days 00:01:06.745360000,0 days 00:00:00.558093000
60.0,0.5,1.0,0.5,0.5,0.7012498361570765,0 days 00:01:25.215554000,0 days 00:00:00.680571000
60.0,0.5,1.0,0.5,1.0,0.7010519895081246,0 days 00:01:11.247623000,0 days 00:00:00.638353000
60.0,0.5,1.0,1.0,0.1,0.6977918099641535,0 days 00:00:58.533874000,0 days 00:00:00.555706000
60.0,0.5,1.0,1.0,0.5,0.7001183539710847,0 days 00:01:06.150078000,0 days 00:00:00.568933000
60.0,0.5,1.0,1.0,1.0,0.7009839468521009,0 days 00:01:13.563227000,0 days 00:00:00.584019000
60.0,0.5,10.0,0.1,0.1,0.5365505279450989,0 days 00:01:49.368752000,0 days 00:00:00.663700000
60.0,0.5,10.0,0.1,0.5,0.5327261134106747,0 days 00:06:05.803220000,0 days 00:00:01.214905000
60.0,0.5,10.0,0.1,1.0,0.5236419955613189,0 days 00:11:09.475899000,0 days 00:00:01.965254000
60.0,0.5,10.0,0.5,0.1,0.6291246427117235,0 days 00:02:30.622151000,0 days 00:00:00.755282000
60.0,0.5,10.0,0.5,0.5,0.630714759853716,0 days 00:08:00.784218000,0 days 00:00:01.581683000
60.0,0.5,10.0,0.5,1.0,0.629565280452222,0 days 00:15:22.613533000,0 days 00:00:02.672310000
60.0,0.5,10.0,1.0,0.1,0.6576330298715297,0 days 00:03:10.207696000,0 days 00:00:00.877329000
60.0,0.5,10.0,1.0,0.5,0.6594914575971541,0 days 00:11:59.629167000,0 days 00:00:02.085926000
60.0,0.5,10.0,1.0,1.0,0.6616108952292007,0 days 00:22:26.290771000,0 days 00:00:03.851202000
60.0,1.0,0.1,0.1,0.1,0.5,0 days 00:00:56.663285000,0 days 00:00:00.588435000
60.0,1.0,0.1,0.1,0.5,0.5,0 days 00:00:53.703360000,0 days 00:00:00.541666000
60.0,1.0,0.1,0.1,1.0,0.5,0 days 00:00:55.919559000,0 days 00:00:00.561601000
60.0,1.0,0.1,0.5,0.1,0.5,0 days 00:00:57.754181000,0 days 00:00:00.568812000
60.0,1.0,0.1,0.5,0.5,0.5,0 days 00:00:56.991581000,0 days 00:00:00.545231000
60.0,1.0,0.1,0.5,1.0,0.5,0 days 00:00:58.930498000,0 days 00:00:00.582763000
60.0,1.0,0.1,1.0,0.1,0.5,0 days 00:00:55.609576000,0 days 00:00:00.551207000
60.0,1.0,0.1,1.0,0.5,0.5,0 days 00:00:55.001735000,0 days 00:00:00.540681000
60.0,1.0,0.1,1.0,1.0,0.5,0 days 00:00:55.762386000,0 days 00:00:00.582980000
60.0,1.0,1.0,0.1,0.1,0.6853002728992641,0 days 00:00:57.815963000,0 days 00:00:00.571205000
60.0,1.0,1.0,0.1,0.5,0.6881291688134638,0 days 00:00:58.071796000,0 days 00:00:00.620743000
60.0,1.0,1.0,0.1,1.0,0.6904742883629681,0 days 00:01:01.950397000,0 days 00:00:00.574623000
60.0,1.0,1.0,0.5,0.1,0.6972477453129204,0 days 00:01:02.770933000,0 days 00:00:00.702814000
60.0,1.0,1.0,0.5,0.5,0.7023506766465477,0 days 00:01:05.788251000,0 days 00:00:00.616997000
60.0,1.0,1.0,0.5,1.0,0.7019403940422612,0 days 00:01:35.198036000,0 days 00:00:00.706015000
60.0,1.0,1.0,1.0,0.1,0.699003606213011,0 days 00:01:21.100258000,0 days 00:00:00.809931000
60.0,1.0,1.0,1.0,0.5,0.702312107147951,0 days 00:01:09.517185000,0 days 00:00:00.636521000
60.0,1.0,1.0,1.0,1.0,0.7037022745922149,0 days 00:01:18.124788000,0 days 00:00:00.635528000
60.0,1.0,10.0,0.1,0.1,0.5188093640564809,0 days 00:01:57.816359000,0 days 00:00:00.695200000
60.0,1.0,10.0,0.1,0.5,0.5220672799015643,0 days 00:05:37.824119000,0 days 00:00:01.169764000
60.0,1.0,10.0,0.1,1.0,0.5306902078151535,0 days 00:11:32.171545000,0 days 00:00:02.135266000
60.0,1.0,10.0,0.5,0.1,0.5916116650774654,0 days 00:02:21.035193000,0 days 00:00:00.756902000
60.0,1.0,10.0,0.5,0.5,0.5864490980210906,0 days 00:07:38.209637000,0 days 00:00:01.512852000
60.0,1.0,10.0,0.5,1.0,0.5849990577731468,0 days 00:14:22.706700000,0 days 00:00:02.364890000
60.0,1.0,10.0,1.0,0.1,0.6311327912716054,0 days 00:03:00.405570000,0 days 00:00:00.818871000
60.0,1.0,10.0,1.0,0.5,0.6351689379146548,0 days 00:10:47.042859000,0 days 00:00:01.962263000
60.0,1.0,10.0,1.0,1.0,0.6355024375609875,0 days 00:19:28.579300000,0 days 00:00:03.587829000
