n_estimators,learning_rate,max_depth,subsample,max_features,auc_roc,time_elapsed,cpu_time_spent
30.0,0.1,10.0,0.1,0.1,0.6675292820327765,0 days 00:01:03.697511000,0 days 00:00:00.532300000
30.0,0.1,10.0,0.1,0.5,0.6690932426301105,0 days 00:03:42.584614000,0 days 00:00:00.842998000
30.0,0.1,10.0,0.1,1.0,0.664772622949869,0 days 00:06:55.340579000,0 days 00:00:01.310203000
30.0,0.1,10.0,0.5,0.1,0.6917988944389386,0 days 00:01:31.005260000,0 days 00:00:00.618690000
30.0,0.1,10.0,0.5,0.5,0.6896251415187298,0 days 00:05:51.981467000,0 days 00:00:01.224059000
30.0,0.1,10.0,0.5,1.0,0.6906383581889018,0 days 00:10:59.733354000,0 days 00:00:01.928613000
30.0,0.1,10.0,1.0,0.1,0.6961055903334228,0 days 00:01:45.232339000,0 days 00:00:00.624658000
30.0,0.1,10.0,1.0,0.5,0.696519533460086,0 days 00:07:05.790603000,0 days 00:00:01.450080000
30.0,0.1,10.0,1.0,1.0,0.6958657941383978,0 days 00:14:05.568873000,0 days 00:00:02.447100000
30.0,0.5,0.1,0.1,0.1,0.5,0 days 00:00:28.611988000,0 days 00:00:00.456298000
30.0,0.5,0.1,0.1,0.5,0.5,0 days 00:00:29.477356000,0 days 00:00:00.449354000
30.0,0.5,0.1,0.1,1.0,0.5,0 days 00:00:27.274071000,0 days 00:00:00.433639000
30.0,0.5,0.1,0.5,0.1,0.5,0 days 00:00:27.919365000,0 days 00:00:00.500866000
30.0,0.5,0.1,0.5,0.5,0.5,0 days 00:00:29.280503000,0 days 00:00:00.571664000
30.0,0.5,0.1,0.5,1.0,0.5,0 days 00:00:39.070944000,0 days 00:00:00.560703000
30.0,0.5,0.1,1.0,0.1,0.5,0 days 00:00:38.918972000,0 days 00:00:00.522229000
30.0,0.5,0.1,1.0,0.5,0.5,0 days 00:00:26.825638000,0 days 00:00:00.480020000
30.0,0.5,0.1,1.0,1.0,0.5,0 days 00:00:28.342842000,0 days 00:00:00.520721000
30.0,0.5,1.0,0.1,0.1,0.6742326816729873,0 days 00:00:27.472857000,0 days 00:00:00.556336000
30.0,0.5,1.0,0.1,0.5,0.6870665043398791,0 days 00:00:27.569967000,0 days 00:00:00.439174000
30.0,0.5,1.0,0.1,1.0,0.6871206613645808,0 days 00:00:29.535112000,0 days 00:00:00.517025000
30.0,0.5,1.0,0.5,0.1,0.679961826233473,0 days 00:00:28.904953000,0 days 00:00:00.464300000
30.0,0.5,1.0,0.5,0.5,0.6891208518750702,0 days 00:00:31.682113000,0 days 00:00:00.445886000
30.0,0.5,1.0,0.5,1.0,0.6885456204141074,0 days 00:00:34.114191000,0 days 00:00:00.479042000
30.0,0.5,1.0,1.0,0.1,0.6808665647426816,0 days 00:00:28.278972000,0 days 00:00:00.453542000
30.0,0.5,1.0,1.0,0.5,0.6886684859490128,0 days 00:00:32.452110000,0 days 00:00:00.507897000
30.0,0.5,1.0,1.0,1.0,0.6878225460070058,0 days 00:00:35.810823000,0 days 00:00:00.484924000
30.0,0.5,10.0,0.1,0.1,0.5703288206054002,0 days 00:00:58.365406000,0 days 00:00:00.503296000
30.0,0.5,10.0,0.1,0.5,0.5626184974737153,0 days 00:03:16.448611000,0 days 00:00:00.830555000
30.0,0.5,10.0,0.1,1.0,0.5541848076886422,0 days 00:05:59.297489000,0 days 00:00:01.331592000
30.0,0.5,10.0,0.5,0.1,0.6355580023643974,0 days 00:01:19.748803000,0 days 00:00:00.568214000
30.0,0.5,10.0,0.5,0.5,0.6360722548797864,0 days 00:04:38.488241000,0 days 00:00:00.990151000
30.0,0.5,10.0,0.5,1.0,0.6313151866508313,0 days 00:08:33.281762000,0 days 00:00:01.533705000
30.0,0.5,10.0,1.0,0.1,0.6583764294536043,0 days 00:01:30.281869000,0 days 00:00:00.569729000
30.0,0.5,10.0,1.0,0.5,0.6581592698881191,0 days 00:06:18.791865000,0 days 00:00:01.281781000
30.0,0.5,10.0,1.0,1.0,0.6577064709965116,0 days 00:11:21.348676000,0 days 00:00:02.023168000
30.0,1.0,0.1,0.1,0.1,0.5,0 days 00:00:30.650640000,0 days 00:00:00.509541000
30.0,1.0,0.1,0.1,0.5,0.5,0 days 00:00:31.426825000,0 days 00:00:00.579248000
30.0,1.0,0.1,0.1,1.0,0.5,0 days 00:00:29.020104000,0 days 00:00:00.493631000
30.0,1.0,0.1,0.5,0.1,0.5,0 days 00:00:28.806938000,0 days 00:00:00.480736000
30.0,1.0,0.1,0.5,0.5,0.5,0 days 00:00:32.550607000,0 days 00:00:00.510393000
30.0,1.0,0.1,0.5,1.0,0.5,0 days 00:00:30.937458000,0 days 00:00:00.481481000
30.0,1.0,0.1,1.0,0.1,0.5,0 days 00:00:30.332388000,0 days 00:00:00.492656000
30.0,1.0,0.1,1.0,0.5,0.5,0 days 00:00:29.898826000,0 days 00:00:00.480212000
30.0,1.0,0.1,1.0,1.0,0.5,0 days 00:00:31.049145000,0 days 00:00:00.504984000
30.0,1.0,1.0,0.1,0.1,0.6700982091267347,0 days 00:00:30.287591000,0 days 00:00:00.559110000
30.0,1.0,1.0,0.1,0.5,0.6853980683032176,0 days 00:00:33.823913000,0 days 00:00:00.602796000
30.0,1.0,1.0,0.1,1.0,0.6850014737542981,0 days 00:00:29.576697000,0 days 00:00:00.444795000
30.0,1.0,1.0,0.5,0.1,0.6817112894131887,0 days 00:00:26.056595000,0 days 00:00:00.428186000
30.0,1.0,1.0,0.5,0.5,0.6899017575471411,0 days 00:00:31.461236000,0 days 00:00:00.422779000
30.0,1.0,1.0,0.5,1.0,0.6919925435990443,0 days 00:00:34.174348000,0 days 00:00:00.551135000
30.0,1.0,1.0,1.0,0.1,0.6758205165372082,0 days 00:00:30.015197000,0 days 00:00:00.476093000
30.0,1.0,1.0,1.0,0.5,0.6909883205711972,0 days 00:00:35.682544000,0 days 00:00:00.552940000
30.0,1.0,1.0,1.0,1.0,0.6926304673181161,0 days 00:00:44.739423000,0 days 00:00:00.597384000
30.0,1.0,10.0,0.1,0.1,0.5359607342435141,0 days 00:01:06.385096000,0 days 00:00:00.618470000
30.0,1.0,10.0,0.1,0.5,0.5273742404871343,0 days 00:03:24.222716000,0 days 00:00:01.004738000
30.0,1.0,10.0,0.1,1.0,0.5261091796659396,0 days 00:06:15.820679000,0 days 00:00:01.437915000
30.0,1.0,10.0,0.5,0.1,0.5987085942954551,0 days 00:01:23.268121000,0 days 00:00:00.677414000
30.0,1.0,10.0,0.5,0.5,0.5934810300847108,0 days 00:04:48.895497000,0 days 00:00:01.193859000
30.0,1.0,10.0,0.5,1.0,0.5918210370557675,0 days 00:09:20.812000000,0 days 00:00:01.984426000
30.0,1.0,10.0,1.0,0.1,0.626611435956326,0 days 00:01:42.479448000,0 days 00:00:00.775139000
30.0,1.0,10.0,1.0,0.5,0.6281532403006291,0 days 00:05:56.615569000,0 days 00:00:01.328823000
30.0,1.0,10.0,1.0,1.0,0.6264093057395004,0 days 00:11:26.484419000,0 days 00:00:02.436439000
